lemma	pos	count
おかしい	ADJ	141
かく	VERB	141
しも	ADP	141
ページ	NOUN	141
塩	NOUN	141
理論	NOUN	141
あと	ADV	140
いらっしゃる	VERB	140
にくい	AUX	140
ほんの	ADJ	140
アイス	NOUN	140
以前	ADV	140
価格	NOUN	140
冷蔵	NOUN	140
程度	NOUN	140
種類	NOUN	140
芸術	NOUN	140
避ける	VERB	140
集まる	VERB	140
ミルク	NOUN	139
反対	NOUN	139
台風	NOUN	139
夢中	ADJ	139
奥さん	NOUN	139
洗濯	NOUN	139
熱心	ADJ	139
特に	ADV	139
さらに	ADV	138
じっと	ADV	138
りんご	NOUN	138
書類	NOUN	138
注文	VERB	138
社長	NOUN	138
表す	VERB	138
近所	NOUN	138
述べる	VERB	138
予約	NOUN	137
居る	VERB	137
演説	NOUN	137
育てる	VERB	137
製品	NOUN	137
赤	NOUN	137
きく	VERB	136
だす	VERB	136
全て	ADV	136
塗る	VERB	136
好む	VERB	136
欠点	NOUN	136
減る	VERB	136
個人	NOUN	135
全	NOUN	135
具合	NOUN	135
奪う	VERB	135
技術	NOUN	135
掃除	VERB	135
焼く	VERB	135
破る	VERB	135
組む	VERB	135
脱ぐ	VERB	135
選挙	NOUN	135
全部	NOUN	134
卒業	VERB	134
実験	NOUN	134
賞	NOUN	134
雲	NOUN	134
黒い	ADJ	134
お	VERB	133
ごらん	AUX	133
まさに	ADV	133
反対	VERB	133
富士	PROPN	133
文句	NOUN	133
期待	VERB	133
済む	VERB	133
犯す	VERB	133
うそ	NOUN	132
つめる	VERB	132
折る	VERB	132
昨夜	NOUN	132
眠れる	VERB	132
精神	NOUN	132
賛成	ADJ	132
馬鹿	ADJ	132
11	NUM	131
15	NUM	131
つつ	SCONJ	131
と	ADV	131
もっとも	ADV	131
チーズ	NOUN	131
ピザ	NOUN	131
叫ぶ	VERB	131
婦人	NOUN	131
最大	NOUN	131
比べる	VERB	131
流れる	VERB	131
でる	VERB	130
人形	NOUN	130
商品	NOUN	130
土地	NOUN	130
家庭	NOUN	130
幸福	ADJ	130
権利	NOUN	130
自然	NOUN	130
語る	VERB	130
そば	NOUN	129
ほしい	ADJ	129
同様	ADJ	129
故障	VERB	129
殺人	NOUN	129
事態	NOUN	128
信頼	VERB	128
報告	NOUN	128
感情	NOUN	128
教授	NOUN	128
現在	NOUN	128
除く	VERB	128
魅力	NOUN	128
たった	ADV	127
キロ	NOUN	127
チケット	NOUN	127
トニー	PROPN	127
修理	VERB	127
去年	NOUN	127
市場	NOUN	127
心配	ADJ	127
性格	NOUN	127
毎年	ADV	127
記憶	NOUN	127
うん	NOUN	126
ずつ	ADP	126
切手	NOUN	126
園	NOUN	126
文字	NOUN	126
池	NOUN	126
真	NOUN	126
確信	VERB	126
踊る	VERB	126
飲み物	NOUN	126
トラック	NOUN	125
仕方	NOUN	125
偶然	ADV	125
回す	VERB	125
幸福	NOUN	125
恋	NOUN	125
職	NOUN	125
じゃ	AUX	124
ジャック	PROPN	124
会話	NOUN	124
助言	NOUN	124
向く	VERB	124
植物	NOUN	124
申し出	NOUN	124
異なる	VERB	124
量	NOUN	124
,	PUNCT	123
下がる	VERB	123
側	NOUN	123
優れる	VERB	123
怒り	NOUN	123
恐怖	NOUN	123
捕まえる	VERB	123
提出	VERB	123
氷	NOUN	123
燃える	VERB	123
英国	PROPN	123
輝く	VERB	123
える	VERB	122
余裕	NOUN	122
学者	NOUN	122
40	NUM	121
ゴルフ	NOUN	121
作品	NOUN	121
備える	VERB	121
右	NOUN	121
商売	NOUN	121
屋根	NOUN	121
抜く	VERB	121
気候	NOUN	121
なんか	PART	120
アパート	NOUN	120
差す	VERB	120
弱い	ADJ	120
捜す	VERB	120
晩	NOUN	120
果物	NOUN	120
犯罪	NOUN	120
眠い	ADJ	120
義務	NOUN	120
耐える	VERB	120
訪問	VERB	120
て	PART	119
めった	ADJ	119
倒れる	VERB	119
延期	VERB	119
楽	ADJ	119
紅茶	NOUN	119
血	NOUN	119
辞める	VERB	119
頼る	VERB	119
いっしょ	NOUN	118
タイプ	NOUN	118
不思議	ADJ	118
判断	VERB	118
噛む	VERB	118
成績	NOUN	118
現在	ADV	118
看護	NOUN	118
確認	VERB	118
馬鹿	NOUN	118
かまう	VERB	117
セーター	NOUN	117
バラ	NOUN	117
勤勉	ADJ	117
回復	VERB	117
失礼	ADJ	117
恐ろしい	ADJ	117
最終	NOUN	117
活動	NOUN	117
米	NOUN	117
肩	NOUN	117
行き	NOUN	117
要求	VERB	117
越える	VERB	117
騒音	NOUN	117
一日	NOUN	116
兵士	NOUN	116
喜び	NOUN	116
四	NUM	116
困難	ADJ	116
無視	VERB	116
金曜	NOUN	116
関心	NOUN	116
かかわる	SCONJ	115
ところ	SCONJ	115
もたらす	VERB	115
や	PART	115
キス	VERB	115
ポケット	NOUN	115
一言	NOUN	115
便り	NOUN	115
気付く	VERB	115
決定	NOUN	115
流す	VERB	115
特別	ADJ	115
祖母	NOUN	115
達する	VERB	115
都合	NOUN	115
鏡	NOUN	115
)	PUNCT	114
ノート	NOUN	114
レポート	NOUN	114
ロシア	PROPN	114
主張	VERB	114
存在	VERB	114
普通	ADJ	114
現実	NOUN	114
綺麗	ADJ	114
面倒	NOUN	114
駄目	ADJ	114
あんな	ADJ	113
かぶる	VERB	113
スーパー	NOUN	113
ビル	PROPN	113
上着	NOUN	113
世紀	NOUN	113
中心	NOUN	113
以来	ADV	113
先週	NOUN	113
発見	VERB	113
突く	VERB	113
観光	NOUN	113
長	NOUN	113
…	PUNCT	112
こむ	VERB	112
じい	NOUN	112
つまる	VERB	112
はじめる	VERB	112
ほぼ	ADV	112
今週	NOUN	112
叔母	NOUN	112
明かり	NOUN	112
狭い	ADJ	112
だます	VERB	111
メートル	NOUN	111
両方	NOUN	111
借金	NOUN	111
劣る	VERB	111
容易	ADJ	111
熱い	ADJ	111
物語	NOUN	111
現代	NOUN	111
立場	NOUN	111
腰	NOUN	111
面	NOUN	111
いろいろ	ADJ	110
とにかく	ADV	110
ボート	NOUN	110
並ぶ	VERB	110
便	NOUN	110
沈む	VERB	110
痛む	VERB	110
遅く	NOUN	110
つかむ	VERB	109
なす	VERB	109
まあ	ADV	109
ピクニック	NOUN	109
ローマ	PROPN	109
乗客	NOUN	109
含む	VERB	109
咲く	VERB	109
意識	NOUN	109
結ぶ	VERB	109
覚める	VERB	109
贈り物	NOUN	109
ふり	NOUN	108
招く	VERB	108
替える	VERB	108
水泳	NOUN	108
決心	NOUN	108
番組	NOUN	108
練習	NOUN	108
興奮	VERB	108
苦労	VERB	108
誇り	NOUN	108
誘う	VERB	108
閉まる	VERB	108
(	PUNCT	107
おもちゃ	NOUN	107
がち	PART	107
ケイト	PROPN	107
再び	ADV	107
提案	VERB	107
支払う	VERB	107
煙草	NOUN	107
穴	NOUN	107
食う	VERB	107
鼻	NOUN	107
だんだん	ADV	106
びっくり	VERB	106
オレンジ	NOUN	106
カップ	NOUN	106
奇妙	ADJ	106
専門	NOUN	106
急	ADV	106
感じる	VERB	106
歩ける	VERB	106
治る	VERB	106
牛	NOUN	106
田中	PROPN	106
疑う	VERB	106
軽い	ADJ	106
銃	NOUN	106
階段	NOUN	106
はまる	VERB	105
企業	NOUN	105
免許	NOUN	105
契約	NOUN	105
戦う	VERB	105
掃除	NOUN	105
菓子	NOUN	105
いっぱい	ADV	104
いろいろ	ADV	104
ずいぶん	ADV	104
っけ	PART	104
伺う	VERB	104
信号	NOUN	104
困難	NOUN	104
変化	NOUN	104
季節	NOUN	104
手段	NOUN	104
緑	NOUN	104
触れる	VERB	104
質問	VERB	104
門	NOUN	104
雇う	VERB	104
ご飯	NOUN	103
ぜひ	ADV	103
ガラス	NOUN	103
バター	NOUN	103
反対	ADJ	103
唯一	NOUN	103
地位	NOUN	103
物価	NOUN	103
犠牲	NOUN	103
距離	NOUN	103
たまに	ADV	102
ぶり	NOUN	102
チャンス	NOUN	102
バッグ	NOUN	102
一致	VERB	102
人物	NOUN	102
今晩	ADV	102
光景	NOUN	102
別れる	VERB	102
利益	NOUN	102
十分	ADV	102
解ける	VERB	102
あきらめる	VERB	101
しか	PART	101
とうとう	ADV	101
わずか	ADJ	101
ダンス	NOUN	101
一杯	NOUN	101
人類	NOUN	101
作文	NOUN	101
動かす	VERB	101
安全	ADJ	101
巻く	VERB	101
末	NOUN	101
来年	NOUN	101
知り合い	NOUN	101
証拠	NOUN	101
踏む	VERB	101
返る	VERB	101
都会	NOUN	101
骨	NOUN	101
あたり	NOUN	100
ぜ	PART	100
ん	NOUN	100
主人	NOUN	100
仲間	NOUN	100
例	NOUN	100
先月	ADV	100
小	NOUN	100
期待	NOUN	100
桜	NOUN	100
要る	VERB	100
食料	NOUN	100
やら	ADP	99
より	PART	99
スーツケース	NOUN	99
ブラウン	PROPN	99
傾向	NOUN	99
北海道	PROPN	99
家具	NOUN	99
自慢	VERB	99
際	NOUN	99
たぶん	ADV	98
やっぱり	ADV	98
任せる	VERB	98
傷つける	VERB	98
六	NUM	98
危機	NOUN	98
城	NOUN	98
嫌う	VERB	98
字	NOUN	98
引っ越す	VERB	98
最善	NOUN	98
石油	NOUN	98
自信	NOUN	98
辺り	NOUN	98
隠れる	VERB	98
あがる	VERB	97
がっかり	ADV	97
とれる	VERB	97
なんか	ADP	97
もと	NOUN	97
クッキー	PROPN	97
クリーム	NOUN	97
修理	NOUN	97
勝てる	VERB	97
礼儀	NOUN	97
解決	NOUN	97
ただ	CCONJ	96
で	PART	96
ねえ	PART	96
スーツ	NOUN	96
久しぶり	NOUN	96
先日	ADV	96
出来事	NOUN	96
博物	NOUN	96
可愛い	ADJ	96
夕方	NOUN	96
心配	NOUN	96
悲しい	NOUN	96
留める	VERB	96
秘書	NOUN	96
繰る	VERB	96
遂げる	VERB	96
運命	NOUN	96
香り	NOUN	96
いや	INTJ	95
おそらく	ADV	95
みな	NOUN	95
人前	NOUN	95
今回	NOUN	95
喉	NOUN	95
故郷	NOUN	95
晩	ADV	95
決心	VERB	95
礼	NOUN	95
美術	NOUN	95
いったい	ADV	94
ごと	NOUN	94
なり	AUX	94
キス	NOUN	94
シャワー	NOUN	94
一部	NOUN	94
初め	NOUN	94
否定	VERB	94
愚か	ADJ	94
要求	NOUN	94
逮捕	VERB	94
頭痛	NOUN	94
からかう	VERB	93
っぽい	PART	93
よく	ADJ	93
夕飯	NOUN	93
師	NOUN	93
怪我	NOUN	93
文学	NOUN	93
昔	ADV	93
浴びる	VERB	93
生物	NOUN	93
紳士	NOUN	93
自己	NOUN	93
賢明	ADJ	93
運	NOUN	93
おまえ	NOUN	92
ちがい	VERB	92
てる	SCONJ	92
ときどき	ADV	92
どおり	NOUN	92
ママ	NOUN	92
勝利	NOUN	92
天才	NOUN	92
実現	VERB	92
寂しい	ADJ	92
州	NOUN	92
愛す	VERB	92
成る	VERB	92
手伝い	NOUN	92
新車	NOUN	92
海岸	NOUN	92
狂う	VERB	92
聴衆	NOUN	92
うんざり	ADV	91
たまたま	ADV	91
つれる	VERB	91
とおり	NOUN	91
ミス	NOUN	91
入院	VERB	91
幽霊	NOUN	91
棚	NOUN	91
絶対	ADV	91
覆う	VERB	91
高	NOUN	91
たたく	VERB	90
エンジン	NOUN	90
スピーチ	NOUN	90
候補	NOUN	90
効果	NOUN	90
匂い	NOUN	90
化学	NOUN	90
合衆	NOUN	90
地面	NOUN	90
太郎	PROPN	90
役立つ	VERB	90
忠告	VERB	90
急	ADJ	90
数える	VERB	90
景色	NOUN	90
貴方	PRON	90
あたる	VERB	89
おっしゃる	VERB	89
ジュース	NOUN	89
フットボール	NOUN	89
ベンチ	NOUN	89
基本	NOUN	89
夜中	NOUN	89
完璧	ADJ	89
心臓	NOUN	89
悪口	NOUN	89
腐る	VERB	89
間違い	VERB	89
首相	NOUN	89
がる	VERB	88
つくる	VERB	88
とも	ADP	88
ね	ADV	88
兄さん	NOUN	88
夫婦	NOUN	88
履く	VERB	88
救う	VERB	88
普段	NOUN	88
普通	ADV	88
朝	ADV	88
機嫌	NOUN	88
物事	NOUN	88
相談	VERB	88
稼ぐ	VERB	88
行動	VERB	88
襲う	VERB	88
記事	NOUN	88
調査	NOUN	88
責める	VERB	88
越す	VERB	88
退屈	ADJ	88
非難	VERB	88
いや	ADJ	87
ナンシー	PROPN	87
一度	NUM	87
勇敢	ADJ	87
女優	NOUN	87
存在	NOUN	87
左	NOUN	87
悪	NOUN	87
指導	NOUN	87
文章	NOUN	87
日記	NOUN	87
普段	ADV	87
案内	VERB	87
様子	NOUN	87
生まれ	NOUN	87
目標	NOUN	87
虫	NOUN	87
資金	NOUN	87
けが	NOUN	86
インド	PROPN	86
グループ	NOUN	86
コップ	NOUN	86
スピード	NOUN	86
ソファー	NOUN	86
便利	ADJ	86
出発	NOUN	86
告げる	VERB	86
女子	NOUN	86
宗教	NOUN	86
文法	NOUN	86
条件	NOUN	86
構う	VERB	86
物理	NOUN	86
継ぐ	VERB	86
翻訳	NOUN	86
苦しむ	VERB	86
論文	NOUN	86
アン	PROPN	85
万一	ADV	85
元	NOUN	85
大金	NOUN	85
彼氏	NOUN	85
睡眠	NOUN	85
社	NOUN	85
軽蔑	VERB	85
13	NUM	84
いわゆる	ADJ	84
かなう	VERB	84
ガス	NOUN	84
スカート	NOUN	84
パスポート	NOUN	84
下手	ADJ	84
乗せる	VERB	84
伸ばす	VERB	84
地方	NOUN	84
拾う	VERB	84
料	NOUN	84
望み	NOUN	84
本気	ADJ	84
産業	NOUN	84
祈る	VERB	84
競争	NOUN	84
表現	VERB	84
辛い	ADJ	84
通ずる	VERB	84
あっ	INTJ	83
あんまり	ADV	83
ごめん	VERB	83
たずねる	VERB	83
たまる	VERB	83
以内	NOUN	83
全力	NOUN	83
共	NOUN	83
列	NOUN	83
半分	NOUN	83
叱る	VERB	83
大勢	NOUN	83
婦	NOUN	83
抑える	VERB	83
換える	VERB	83
教科	NOUN	83
昨晩	ADV	83
本物	NOUN	83
殴る	VERB	83
生産	NOUN	83
留学	VERB	83
確かめる	VERB	83
費用	NOUN	83
風	PART	83
駆ける	VERB	83
いちばん	ADV	82
いま	ADV	82
かばん	NOUN	82
は	VERB	82
まい	AUX	82
サイズ	NOUN	82
サービス	NOUN	82
ダメ	ADJ	82
傷	NOUN	82
公平	ADJ	82
危ない	ADJ	82
去年	ADV	82
百	NUM	82
眼鏡	NOUN	82
知れる	VERB	82
被害	NOUN	82
見込み	NOUN	82
角	NOUN	82
触る	VERB	82
訳	NOUN	82
遅れ	NOUN	82
.	PUNCT	81
いかに	ADV	81
つなぐ	VERB	81
つまり	ADV	81
やむ	VERB	81
ん	AUX	81
アフリカ	PROPN	81
マジ	ADJ	81
俳優	NOUN	81
八	NUM	81
好み	NOUN	81
将来	ADV	81
撃つ	VERB	81
料金	NOUN	81
来月	ADV	81
権	NOUN	81
磨く	VERB	81
笑顔	NOUN	81
経つ	VERB	81
行儀	NOUN	81
覚ます	VERB	81
議長	NOUN	81
貿易	NOUN	81
飽きる	VERB	81
い	AUX	80
やがて	ADV	80
エネルギー	NOUN	80
ジョージ	PROPN	80
チョコレート	NOUN	80
余地	NOUN	80
保険	NOUN	80
召し上がる	VERB	80
大嫌い	ADJ	80
微笑む	VERB	80
成長	VERB	80
方向	NOUN	80
無事	ADJ	80
癖	NOUN	80
発明	NOUN	80
発言	NOUN	80
評価	VERB	80
あんた	PRON	79
しめる	VERB	79
たてる	VERB	79
アドバイス	NOUN	79
一方	NOUN	79
世の中	NOUN	79
乗れる	VERB	79
勧める	VERB	79
姉さん	NOUN	79
年上	NOUN	79
当然	ADV	79
愛情	NOUN	79
抱える	VERB	79
教	NOUN	79
無料	NOUN	79
玄関	NOUN	79
生命	NOUN	79
用意	NOUN	79
緊張	VERB	79
美人	NOUN	79
諦める	VERB	79
a	NOUN	78
お気に入り	NOUN	78
どういう	ADV	78
どんどん	ADV	78
ほんと	NOUN	78
ウサギ	NOUN	78
デート	NOUN	78
トム	NOUN	78
下す	VERB	78
予約	VERB	78
仲	NOUN	78
劇	NOUN	78
友情	NOUN	78
同時	NOUN	78
意志	NOUN	78
感謝	NOUN	78
民主	NOUN	78
発表	VERB	78
眺める	VERB	78
神経	NOUN	78
禁止	NOUN	78
背中	NOUN	78
裁判	NOUN	78
逃す	VERB	78
鞄	NOUN	78
額	NOUN	78
18	NUM	77
うるさい	ADJ	77
きちんと	ADV	77
もはや	ADV	77
大声	NOUN	77
当て	NOUN	77
我	PRON	77
政策	NOUN	77
来年	ADV	77
欠席	VERB	77
犯人	NOUN	77
県	NOUN	77
考慮	NOUN	77
職業	NOUN	77
議論	VERB	77
込める	VERB	77
霧	NOUN	77
すく	VERB	76
たび	SCONJ	76
ばか	ADJ	76
まし	AUX	76
め	ADJ	76
マイク	PROPN	76
中止	NOUN	76
双子	NOUN	76
叩く	VERB	76
完成	VERB	76
昇る	VERB	76
最新	NOUN	76
正午	NOUN	76
深刻	ADJ	76
滞在	NOUN	76
疑問	NOUN	76
締める	VERB	76
英	NOUN	76
表	NOUN	76
袋	NOUN	76
負う	VERB	76
＂	PUNCT	76
きる	VERB	75
どういう	VERB	75
まさか	ADV	75
カーテン	NOUN	75
サイト	NOUN	75
サンドイッチ	NOUN	75
ダメ	NOUN	75
データ	NOUN	75
マイク	NOUN	75
ヤニー	PROPN	75
一体	ADV	75
割れる	VERB	75
囲む	VERB	75
帰り	NOUN	75
従業	NOUN	75
戸	NOUN	75
手術	NOUN	75
指輪	NOUN	75
支配	NOUN	75
放課	NOUN	75
新鮮	ADJ	75
汽車	NOUN	75
片付ける	VERB	75
生活	VERB	75
舞台	NOUN	75
講義	NOUN	75
養う	VERB	75
駐車	NOUN	75
いとこ	NOUN	74
かなり	ADJ	74
て	AUX	74
ハワイ	PROPN	74
不平	NOUN	74
党	NOUN	74
内容	NOUN	74
小屋	NOUN	74
市長	NOUN	74
幾	NUM	74
応ずる	VERB	74
早起き	NOUN	74
油	NOUN	74
珍しい	ADJ	74
疑い	NOUN	74
解雇	VERB	74
貧乏	NOUN	74
重大	ADJ	74
食	NOUN	74
首都	NOUN	74
いれる	VERB	73
きのう	PROPN	73
この世	NOUN	73
り	AUX	73
エレベーター	NOUN	73
使い方	NOUN	73
劇場	NOUN	73
及ぶ	VERB	73
吠える	VERB	73
明ける	VERB	73
有効	ADJ	73
為	NOUN	73
生む	VERB	73
直面	VERB	73
結構	ADJ	73
羊	NOUN	73
葉	NOUN	73
観る	VERB	73
評判	NOUN	73
誠実	ADJ	73
高価	ADJ	73
髪の毛	NOUN	73
CD	NOUN	72
きれる	VERB	72
さっぱり	ADV	72
ったら	AUX	72
よろしく	ADV	72
ガソリン	NOUN	72
ショック	NOUN	72
プール	NOUN	72
ポンド	NOUN	72
レース	NOUN	72
世間	NOUN	72
仕上げる	VERB	72
何時	PRON	72
利口	ADJ	72
券	NOUN	72
包む	VERB	72
器	NOUN	72
平均	NOUN	72
悩む	VERB	72
感動	VERB	72
支持	VERB	72
昨年	NOUN	72
普通	NOUN	72
暗記	VERB	72
暮らし	NOUN	72
止む	VERB	72
競技	NOUN	72
経営	NOUN	72
自殺	VERB	72
表現	NOUN	72
親友	NOUN	72
話題	NOUN	72
関係	VERB	72
離婚	VERB	72
青	NOUN	72
　	SPACE	71
ああ	PRON	71
リスト	NOUN	71
ルール	NOUN	71
値	VERB	71
国家	NOUN	71
型	NOUN	71
多数	NOUN	71
当地	NOUN	71
慎重	ADJ	71
画家	NOUN	71
航空	NOUN	71
草	NOUN	71
質	NOUN	71
転ぶ	VERB	71
~	SYM	70
かえる	VERB	70
さあ	ADV	70
さま	NOUN	70
それぞれ	NOUN	70
たって	AUX	70
ては	ADP	70
はい	ADV	70
はるか	ADJ	70
バイク	NOUN	70
ブラジル	PROPN	70
体調	NOUN	70
作業	NOUN	70
効く	VERB	70
医師	NOUN	70
基づく	VERB	70
姉妹	NOUN	70
最悪	ADJ	70
欠ける	VERB	70
漫画	NOUN	70
現場	NOUN	70
白	NOUN	70
複雑	ADJ	70
農場	NOUN	70
黒	NOUN	70
500	NUM	69
すぎる	PART	69
グラス	NOUN	69
スマホ	NOUN	69
例文	NOUN	69
原子	NOUN	69
喋る	VERB	69
寄せる	VERB	69
新た	ADJ	69
暮れる	VERB	69
滑る	VERB	69
濡れる	VERB	69
発生	VERB	69
結論	NOUN	69
試す	VERB	69
豊富	ADJ	69
道具	NOUN	69
遭う	VERB	69
ありがとう	VERB	68
さぁ	ADV	68
さあ	CCONJ	68
さっき	ADV	68
ばかげる	VERB	68
わたる	VERB	68
ズボン	NOUN	68
一目	NOUN	68
下ろす	VERB	68
今度	ADV	68
今月	NOUN	68
休日	NOUN	68
会員	NOUN	68
使用	VERB	68
名声	NOUN	68
地下鉄	NOUN	68
広告	NOUN	68
忍耐	NOUN	68
我が	DET	68
昨年	ADV	68
時期	NOUN	68
景気	NOUN	68
検査	NOUN	68
混む	VERB	68
米国	PROPN	68
自然	ADJ	68
裕福	ADJ	68
訴える	VERB	68
調査	VERB	68
販売	NOUN	68
超える	VERB	68
飛ばす	VERB	68
食物	NOUN	68
おしゃべり	NOUN	67
きつい	ADJ	67
さも	ADP	67
のみ	ADP	67
アリス	PROPN	67
インターネット	NOUN	67
シカゴ	PROPN	67
七	NUM	67
下げる	VERB	67
仲良く	ADJ	67
優勝	VERB	67
印象	NOUN	67
売れる	VERB	67
富	NOUN	67
握る	VERB	67
損害	NOUN	67
未来	NOUN	67
業	NOUN	67
準備	VERB	67
漢字	NOUN	67
率	NOUN	67
現金	NOUN	67
神戸	PROPN	67
策	NOUN	67
羽	NOUN	67
西	NOUN	67
詰める	VERB	67
はじめて	ADV	66
スケート	NOUN	66
チェス	NOUN	66
プロジェクト	NOUN	66
元気	NOUN	66
兄ちゃん	NOUN	66
命ずる	VERB	66
変更	VERB	66
寿司	NOUN	66
座	NOUN	66
強盗	NOUN	66
想像	NOUN	66
成す	VERB	66
練習	VERB	66
肌	NOUN	66
花瓶	NOUN	66
製	NOUN	66
許可	NOUN	66
費	NOUN	66
超	NOUN	66
途方	NOUN	66
頂上	NOUN	66
tatoeba	PROPN	65
いっそう	ADV	65
だり	PART	65
とどまる	VERB	65
なさる	VERB	65
ネット	NOUN	65
ベルト	NOUN	65
倒す	VERB	65
制度	NOUN	65
医	NOUN	65
味方	NOUN	65
専攻	VERB	65
広がる	VERB	65
建築	NOUN	65
想像	VERB	65
招待	NOUN	65
支払い	NOUN	65
横断	VERB	65
流行	NOUN	65
渋滞	NOUN	65
満ちる	VERB	65
火曜	NOUN	65
用いる	VERB	65
研究	VERB	65
経験	VERB	65
胃	NOUN	65
障害	NOUN	65
離陸	VERB	65
非	NOUN	65
類	NOUN	65
200	NUM	64
いろんな	ADJ	64
しょっちゅう	ADV	64
そのまま	NOUN	64
てく	AUX	64
ふう	NOUN	64
わざと	ADV	64
バイオリン	NOUN	64
ペット	NOUN	64
ペンキ	NOUN	64
作法	NOUN	64
区別	NOUN	64
受かる	VERB	64
廃止	VERB	64
当時	ADV	64
挨拶	NOUN	64
暇	ADJ	64
最	NOUN	64
様々	ADJ	64
汚れる	VERB	64
洪水	NOUN	64
涼しい	ADJ	64
界	NOUN	64
症	NOUN	64
直接	ADV	64
税	NOUN	64
老	NOUN	64
記者	NOUN	64
診る	VERB	64
購入	VERB	64
選択	NOUN	64
いただく	VERB	63
ぐっすり	ADV	63
つづける	VERB	63
アジア	PROPN	63
タトエバ	PROPN	63
ダイエット	NOUN	63
トランプ	NOUN	63
ネズミ	NOUN	63
メキシコ	PROPN	63
ラーメン	NOUN	63
一生	NOUN	63
予報	NOUN	63
交渉	NOUN	63
停	NOUN	63
分別	NOUN	63
加減	NOUN	63
友	NOUN	63
役割	NOUN	63
拒否	VERB	63
挙げる	VERB	63
毎日	NOUN	63
職場	NOUN	63
計算	NOUN	63
記録	NOUN	63
豊か	ADJ	63
震える	VERB	63
靴下	NOUN	63
おき	NOUN	62
すてき	ADJ	62
わが	PRON	62
わざわざ	ADV	62
不安	ADJ	62
仕事	VERB	62
冷静	ADJ	62
刑務	NOUN	62
塔	NOUN	62
夫人	NOUN	62
対処	VERB	62
影	NOUN	62
昼ご飯	NOUN	62
書ける	VERB	62
案内	NOUN	62
歓迎	VERB	62
波	NOUN	62
結構	ADV	62
親しい	ADJ	62
資源	NOUN	62
迷惑	NOUN	62
達成	VERB	62
雷	NOUN	62
ああ	ADV	61
あける	VERB	61
いい	VERB	61
じゃう	AUX	61
ファン	NOUN	61
世代	NOUN	61
事情	NOUN	61
代わる	VERB	61
以下	NOUN	61
号	NOUN	61
喧嘩	NOUN	61
幸せ	NOUN	61
底	NOUN	61
成長	NOUN	61
扱い	NOUN	61
掛かる	VERB	61
控える	VERB	61
暗闇	NOUN	61
期	NOUN	61
期間	NOUN	61
核	NOUN	61
残り	NOUN	61
注文	NOUN	61
煙	NOUN	61
熊	NOUN	61
物質	NOUN	61
相	ADV	61
祭	NOUN	61
考慮	VERB	61
自由	NOUN	61
費やす	VERB	61
邪魔	NOUN	61
1000	NUM	60
いす	NOUN	60
システム	NOUN	60
ジム	NOUN	60
スイス	PROPN	60
タオル	NOUN	60
デパート	NOUN	60
ピアニスト	NOUN	60
不満	NOUN	60
九	NUM	60
努める	VERB	60
大会	NOUN	60
奴	PRON	60
寺	NOUN	60
小麦	NOUN	60
岩	NOUN	60
年寄り	NOUN	60
振る舞い	NOUN	60
早起き	VERB	60
減らす	VERB	60
病	NOUN	60
証明	VERB	60
贈る	VERB	60
身体	NOUN	60
集中	VERB	60
青年	NOUN	60
1日	NOUN	59
だらけ	AUX	59
つい	ADV	59
とっても	ADV	59
ほら	ADV	59
オフィス	NOUN	59
メンバー	NOUN	59
不幸	ADJ	59
世	NOUN	59
冷える	VERB	59
安全	NOUN	59
幸運	ADJ	59
快適	ADJ	59
我が家	NOUN	59
手伝い	VERB	59
揺れる	VERB	59
時刻	NOUN	59
暴力	NOUN	59
汚染	NOUN	59
満足	ADJ	59
玉	NOUN	59
用意	VERB	59
男子	NOUN	59
禁煙	NOUN	59
自慢	NOUN	59
芝生	NOUN	59
進歩	NOUN	59
離す	VERB	59
がんばる	VERB	58
ごく	ADV	58
な	AUX	58
ばっかり	ADP	58
ふける	VERB	58
ネコ	NOUN	58
ロボット	NOUN	58
一	ADV	58
上昇	VERB	58
供給	VERB	58
勘定	NOUN	58
千	NUM	58
名づける	VERB	58
宝石	NOUN	58
幼い	ADJ	58
惑星	NOUN	58
才	NOUN	58
既に	ADV	58
旧友	NOUN	58
洋服	NOUN	58
温かい	ADJ	58
濃い	ADJ	58
率直	ADJ	58
瓶	NOUN	58
監督	NOUN	58
管理	NOUN	58
範囲	NOUN	58
裏切る	VERB	58
記入	VERB	58
はく	VERB	57
やがる	VERB	57
イエス	PROPN	57
キャンプ	NOUN	57
ジョーンズ	PROPN	57
バナナ	NOUN	57
ベル	NOUN	57
不明	ADJ	57
例えば	ADV	57
健	PROPN	57
凍る	VERB	57
別れ	NOUN	57
医学	NOUN	57
卒業	NOUN	57
博士	NOUN	57
同士	NOUN	57
向こう	ADJ	57
問う	VERB	57
外す	VERB	57
大戦	NOUN	57
実際	ADV	57
恋愛	NOUN	57
持ち主	NOUN	57
日々	NOUN	57
服装	NOUN	57
横切る	VERB	57
次々	ADV	57
歩	NOUN	57
毒	NOUN	57
汚い	ADJ	57
注ぐ	VERB	57
派	NOUN	57
犯	NOUN	57
苦労	NOUN	57
表情	NOUN	57
裏	NOUN	57
見送り	VERB	57
謎	NOUN	57
過ぎ	PART	57
25	NUM	56
こぼす	VERB	56
こんにちは	PRON	56
つらい	ADJ	56
やれる	VERB	56
カレー	NOUN	56
キリスト	PROPN	56
サラダ	NOUN	56
ノック	VERB	56
ランチ	NOUN	56
